температура печи
2.3583333969116e+01 4.5375480651855e+01 0.0000000000000e+00
2.3600000381470e+01 4.5400482177734e+01 0.0000000000000e+00
2.3616666793823e+01 4.5425483703613e+01 0.0000000000000e+00
2.3633333206177e+01 4.5450485229492e+01 0.0000000000000e+00
2.3649999618530e+01 4.5475486755371e+01 0.0000000000000e+00
2.3666666030884e+01 4.5500488281250e+01 0.0000000000000e+00
2.3683332443237e+01 4.5525489807129e+01 0.0000000000000e+00
2.3700000762939e+01 4.5550491333008e+01 0.0000000000000e+00
2.3716667175293e+01 4.5575492858887e+01 0.0000000000000e+00
2.3733333587646e+01 4.5600494384766e+01 0.0000000000000e+00
2.3750000000000e+01 4.5625495910645e+01 0.0000000000000e+00
2.3766666412354e+01 4.5650497436523e+01 0.0000000000000e+00
2.3783332824707e+01 4.5675498962402e+01 0.0000000000000e+00
2.3799999237061e+01 4.5700500488281e+01 0.0000000000000e+00
2.3816667556763e+01 4.5725502014160e+01 0.0000000000000e+00
2.3833333969116e+01 4.5750503540039e+01 0.0000000000000e+00
2.3850000381470e+01 4.5775505065918e+01 0.0000000000000e+00
2.3866666793823e+01 4.5800506591797e+01 0.0000000000000e+00
2.3883333206177e+01 4.5825508117676e+01 0.0000000000000e+00
2.3899999618530e+01 4.5850509643555e+01 0.0000000000000e+00
2.3916666030884e+01 4.5875511169434e+01 0.0000000000000e+00
2.3933332443237e+01 4.5900512695312e+01 0.0000000000000e+00
2.3950000762939e+01 4.5925514221191e+01 0.0000000000000e+00
2.3966667175293e+01 4.5950515747070e+01 0.0000000000000e+00
2.3983333587646e+01 4.5975517272949e+01 0.0000000000000e+00
2.4000000000000e+01 4.6000518798828e+01 0.0000000000000e+00
2.4016666412354e+01 4.6025520324707e+01 0.0000000000000e+00
2.4033332824707e+01 4.6050521850586e+01 0.0000000000000e+00
2.4049999237061e+01 4.6075523376465e+01 0.0000000000000e+00
2.4066667556763e+01 4.6100524902344e+01 0.0000000000000e+00
2.4083333969116e+01 4.6125526428223e+01 0.0000000000000e+00
2.4100000381470e+01 4.6150527954102e+01 0.0000000000000e+00
2.4116666793823e+01 4.6175529479980e+01 0.0000000000000e+00
2.4133333206177e+01 4.6200531005859e+01 0.0000000000000e+00
2.4149999618530e+01 4.6225532531738e+01 0.0000000000000e+00
2.4166666030884e+01 4.6250534057617e+01 0.0000000000000e+00
2.4183332443237e+01 4.6275535583496e+01 0.0000000000000e+00
2.4200000762939e+01 4.6300537109375e+01 0.0000000000000e+00
2.4216667175293e+01 4.6325538635254e+01 0.0000000000000e+00
2.4233333587646e+01 4.6350540161133e+01 0.0000000000000e+00
2.4250000000000e+01 4.6375541687012e+01 0.0000000000000e+00
2.4266666412354e+01 4.6400543212891e+01 0.0000000000000e+00
2.4283332824707e+01 4.6425544738770e+01 0.0000000000000e+00
2.4299999237061e+01 4.6450546264648e+01 0.0000000000000e+00
2.4316667556763e+01 4.6475547790527e+01 0.0000000000000e+00
2.4333333969116e+01 4.6500549316406e+01 0.0000000000000e+00
2.4350000381470e+01 4.6525550842285e+01 0.0000000000000e+00
2.4366666793823e+01 4.6550552368164e+01 0.0000000000000e+00
2.4383333206177e+01 4.6575553894043e+01 0.0000000000000e+00
2.4399999618530e+01 4.6600555419922e+01 0.0000000000000e+00
2.4416666030884e+01 4.6625556945801e+01 0.0000000000000e+00
2.4433332443237e+01 4.6650558471680e+01 0.0000000000000e+00
2.4450000762939e+01 4.6675559997559e+01 0.0000000000000e+00
2.4466667175293e+01 4.6700561523438e+01 0.0000000000000e+00
2.4483333587646e+01 4.6725563049316e+01 0.0000000000000e+00
2.4500000000000e+01 4.6750564575195e+01 0.0000000000000e+00
2.4516666412354e+01 4.6775566101074e+01 0.0000000000000e+00
2.4533332824707e+01 4.6800567626953e+01 0.0000000000000e+00
2.4549999237061e+01 4.6825569152832e+01 0.0000000000000e+00
2.4566667556763e+01 4.6850570678711e+01 0.0000000000000e+00
2.4583333969116e+01 4.6875572204590e+01 0.0000000000000e+00
2.4600000381470e+01 4.6900573730469e+01 0.0000000000000e+00
2.4616666793823e+01 4.6925575256348e+01 0.0000000000000e+00
2.4633333206177e+01 4.6950576782227e+01 0.0000000000000e+00
2.4649999618530e+01 4.6975578308105e+01 0.0000000000000e+00
2.4666666030884e+01 4.7000579833984e+01 0.0000000000000e+00
2.4683332443237e+01 4.7025581359863e+01 0.0000000000000e+00
2.4700000762939e+01 4.7050582885742e+01 0.0000000000000e+00
2.4716667175293e+01 4.7075584411621e+01 0.0000000000000e+00
2.4733333587646e+01 4.7100585937500e+01 0.0000000000000e+00
2.4750000000000e+01 4.7125587463379e+01 0.0000000000000e+00
2.4766666412354e+01 4.7150588989258e+01 0.0000000000000e+00
2.4783332824707e+01 4.7175590515137e+01 0.0000000000000e+00
2.4799999237061e+01 4.7200592041016e+01 0.0000000000000e+00
2.4816667556763e+01 4.7225593566895e+01 0.0000000000000e+00
2.4833333969116e+01 4.7250595092773e+01 0.0000000000000e+00
2.4850000381470e+01 4.7275596618652e+01 0.0000000000000e+00
2.4866666793823e+01 4.7300598144531e+01 0.0000000000000e+00
2.4883333206177e+01 4.7325599670410e+01 0.0000000000000e+00
2.4899999618530e+01 4.7350601196289e+01 0.0000000000000e+00
2.4916666030884e+01 4.7375602722168e+01 0.0000000000000e+00
2.4933332443237e+01 4.7400604248047e+01 0.0000000000000e+00
2.4950000762939e+01 4.7425605773926e+01 0.0000000000000e+00
2.4966667175293e+01 4.7450607299805e+01 0.0000000000000e+00
2.4983333587646e+01 4.7475608825684e+01 0.0000000000000e+00
2.5000000000000e+01 4.7500610351562e+01 0.0000000000000e+00
2.5016666412354e+01 4.7525611877441e+01 0.0000000000000e+00
2.5033332824707e+01 4.7550613403320e+01 0.0000000000000e+00
2.5049999237061e+01 4.7575614929199e+01 0.0000000000000e+00
2.5066667556763e+01 4.7600616455078e+01 0.0000000000000e+00
2.5083333969116e+01 4.7625617980957e+01 0.0000000000000e+00
2.5100000381470e+01 4.7650619506836e+01 0.0000000000000e+00
2.5116666793823e+01 4.7675621032715e+01 0.0000000000000e+00
2.5133333206177e+01 4.7700622558594e+01 0.0000000000000e+00
2.5149999618530e+01 4.7725624084473e+01 0.0000000000000e+00
2.5166666030884e+01 4.7750625610352e+01 0.0000000000000e+00
2.5183332443237e+01 4.7775627136230e+01 0.0000000000000e+00
2.5200000762939e+01 4.7800628662109e+01 0.0000000000000e+00
2.5216667175293e+01 4.7825630187988e+01 0.0000000000000e+00
2.5233333587646e+01 4.7850631713867e+01 0.0000000000000e+00
2.5250000000000e+01 4.7875633239746e+01 0.0000000000000e+00
2.5266666412354e+01 4.7900634765625e+01 0.0000000000000e+00
2.5283332824707e+01 4.7925636291504e+01 0.0000000000000e+00
2.5299999237061e+01 4.7950637817383e+01 0.0000000000000e+00
2.5316667556763e+01 4.7975639343262e+01 0.0000000000000e+00
2.5333333969116e+01 4.8000640869141e+01 0.0000000000000e+00
2.5350000381470e+01 4.8025642395020e+01 0.0000000000000e+00
2.5366666793823e+01 4.8050643920898e+01 0.0000000000000e+00
2.5383333206177e+01 4.8075645446777e+01 0.0000000000000e+00
2.5399999618530e+01 4.8100646972656e+01 0.0000000000000e+00
2.5416666030884e+01 4.8125648498535e+01 0.0000000000000e+00
2.5433332443237e+01 4.8150650024414e+01 0.0000000000000e+00
2.5450000762939e+01 4.8175651550293e+01 0.0000000000000e+00
2.5466667175293e+01 4.8200653076172e+01 0.0000000000000e+00
2.5483333587646e+01 4.8225654602051e+01 0.0000000000000e+00
2.5500000000000e+01 4.8250656127930e+01 0.0000000000000e+00
2.5516666412354e+01 4.8275657653809e+01 0.0000000000000e+00
2.5533332824707e+01 4.8300659179688e+01 0.0000000000000e+00
2.5549999237061e+01 4.8325660705566e+01 0.0000000000000e+00
2.5566667556763e+01 4.8350662231445e+01 0.0000000000000e+00
2.5583333969116e+01 4.8375663757324e+01 0.0000000000000e+00
2.5600000381470e+01 4.8400665283203e+01 0.0000000000000e+00
2.5616666793823e+01 4.8425666809082e+01 0.0000000000000e+00
2.5633333206177e+01 4.8450668334961e+01 0.0000000000000e+00
2.5649999618530e+01 4.8475669860840e+01 0.0000000000000e+00
2.5666666030884e+01 4.8500671386719e+01 0.0000000000000e+00
2.5683332443237e+01 4.8525672912598e+01 0.0000000000000e+00
2.5700000762939e+01 4.8550674438477e+01 0.0000000000000e+00
2.5716667175293e+01 4.8575675964355e+01 0.0000000000000e+00
2.5733333587646e+01 4.8600677490234e+01 0.0000000000000e+00
2.5750000000000e+01 4.8625679016113e+01 0.0000000000000e+00
2.5766666412354e+01 4.8650680541992e+01 0.0000000000000e+00
2.5783332824707e+01 4.8675682067871e+01 0.0000000000000e+00
2.5799999237061e+01 4.8700683593750e+01 0.0000000000000e+00
2.5816667556763e+01 4.8725685119629e+01 0.0000000000000e+00
2.5833333969116e+01 4.8750686645508e+01 0.0000000000000e+00
2.5850000381470e+01 4.8775688171387e+01 0.0000000000000e+00
2.5866666793823e+01 4.8800689697266e+01 0.0000000000000e+00
2.5883333206177e+01 4.8825691223145e+01 0.0000000000000e+00
2.5899999618530e+01 4.8850692749023e+01 0.0000000000000e+00
2.5916666030884e+01 4.8875694274902e+01 0.0000000000000e+00
2.5933332443237e+01 4.8900695800781e+01 0.0000000000000e+00
2.5950000762939e+01 4.8925697326660e+01 0.0000000000000e+00
2.5966667175293e+01 4.8950698852539e+01 0.0000000000000e+00
2.5983333587646e+01 4.8975700378418e+01 0.0000000000000e+00
2.6000000000000e+01 4.9000701904297e+01 0.0000000000000e+00
2.6016666412354e+01 4.9025703430176e+01 0.0000000000000e+00
2.6033332824707e+01 4.9050704956055e+01 0.0000000000000e+00
2.6049999237061e+01 4.9075706481934e+01 0.0000000000000e+00
2.6066667556763e+01 4.9100708007812e+01 0.0000000000000e+00
2.6083333969116e+01 4.9125709533691e+01 0.0000000000000e+00
2.6100000381470e+01 4.9150711059570e+01 0.0000000000000e+00
2.6116666793823e+01 4.9175712585449e+01 0.0000000000000e+00
2.6133333206177e+01 4.9200714111328e+01 0.0000000000000e+00
2.6149999618530e+01 4.9225715637207e+01 0.0000000000000e+00
2.6166666030884e+01 4.9250717163086e+01 0.0000000000000e+00
2.6183332443237e+01 4.9275718688965e+01 0.0000000000000e+00
2.6200000762939e+01 4.9300720214844e+01 0.0000000000000e+00
2.6216667175293e+01 4.9325721740723e+01 0.0000000000000e+00
2.6233333587646e+01 4.9350723266602e+01 0.0000000000000e+00
2.6250000000000e+01 4.9375724792480e+01 0.0000000000000e+00
2.6266666412354e+01 4.9400726318359e+01 0.0000000000000e+00
2.6283332824707e+01 4.9425727844238e+01 0.0000000000000e+00
2.6299999237061e+01 4.9450729370117e+01 0.0000000000000e+00
2.6316667556763e+01 4.9475730895996e+01 0.0000000000000e+00
2.6333333969116e+01 4.9500732421875e+01 0.0000000000000e+00
2.6350000381470e+01 4.9525733947754e+01 0.0000000000000e+00
2.6366666793823e+01 4.9550735473633e+01 0.0000000000000e+00
2.6383333206177e+01 4.9575736999512e+01 0.0000000000000e+00
2.6399999618530e+01 4.9600738525391e+01 0.0000000000000e+00
2.6416666030884e+01 4.9625740051270e+01 0.0000000000000e+00
2.6433332443237e+01 4.9650741577148e+01 0.0000000000000e+00
2.6450000762939e+01 4.9675743103027e+01 0.0000000000000e+00
2.6466667175293e+01 4.9700744628906e+01 0.0000000000000e+00
2.6483333587646e+01 4.9725746154785e+01 0.0000000000000e+00
2.6500000000000e+01 4.9750747680664e+01 0.0000000000000e+00
2.6516666412354e+01 4.9775749206543e+01 0.0000000000000e+00
2.6533332824707e+01 4.9800750732422e+01 0.0000000000000e+00
2.6549999237061e+01 4.9825752258301e+01 0.0000000000000e+00
2.6566667556763e+01 4.9850753784180e+01 0.0000000000000e+00
2.6583333969116e+01 4.9875755310059e+01 0.0000000000000e+00
2.6600000381470e+01 4.9900756835938e+01 0.0000000000000e+00
2.6616666793823e+01 4.9925758361816e+01 0.0000000000000e+00
2.6633333206177e+01 4.9950759887695e+01 0.0000000000000e+00
2.6649999618530e+01 4.9975761413574e+01 0.0000000000000e+00
2.6666666030884e+01 5.0000762939453e+01 0.0000000000000e+00
2.6683332443237e+01 5.0025764465332e+01 0.0000000000000e+00
2.6700000762939e+01 5.0050765991211e+01 0.0000000000000e+00
2.6716667175293e+01 5.0075767517090e+01 0.0000000000000e+00
2.6733333587646e+01 5.0100769042969e+01 0.0000000000000e+00
2.6750000000000e+01 5.0125770568848e+01 0.0000000000000e+00
2.6766666412354e+01 5.0150772094727e+01 0.0000000000000e+00
2.6783332824707e+01 5.0175773620605e+01 0.0000000000000e+00
2.6799999237061e+01 5.0200775146484e+01 0.0000000000000e+00
2.6816667556763e+01 5.0225776672363e+01 0.0000000000000e+00
2.6833333969116e+01 5.0250778198242e+01 0.0000000000000e+00
2.6850000381470e+01 5.0275779724121e+01 0.0000000000000e+00
2.6866666793823e+01 5.0300781250000e+01 0.0000000000000e+00
2.6883333206177e+01 5.0325782775879e+01 0.0000000000000e+00
2.6899999618530e+01 5.0350784301758e+01 0.0000000000000e+00
2.6916666030884e+01 5.0375785827637e+01 0.0000000000000e+00
2.6933332443237e+01 5.0400787353516e+01 0.0000000000000e+00
2.6950000762939e+01 5.0425788879395e+01 0.0000000000000e+00
2.6966667175293e+01 5.0450790405273e+01 0.0000000000000e+00
2.6983333587646e+01 5.0475791931152e+01 0.0000000000000e+00
2.7000000000000e+01 5.0500793457031e+01 0.0000000000000e+00
2.7016666412354e+01 5.0525794982910e+01 0.0000000000000e+00
2.7033332824707e+01 5.0550796508789e+01 0.0000000000000e+00
2.7049999237061e+01 5.0575798034668e+01 0.0000000000000e+00
2.7066667556763e+01 5.0600799560547e+01 0.0000000000000e+00
2.7083333969116e+01 5.0625801086426e+01 0.0000000000000e+00
2.7100000381470e+01 5.0650802612305e+01 0.0000000000000e+00
2.7116666793823e+01 5.0675804138184e+01 0.0000000000000e+00
2.7133333206177e+01 5.0700805664062e+01 0.0000000000000e+00
2.7149999618530e+01 5.0725807189941e+01 0.0000000000000e+00
2.7166666030884e+01 5.0750808715820e+01 0.0000000000000e+00
2.7183332443237e+01 5.0775810241699e+01 0.0000000000000e+00
2.7200000762939e+01 5.0800811767578e+01 0.0000000000000e+00
2.7216667175293e+01 5.0825813293457e+01 0.0000000000000e+00
2.7233333587646e+01 5.0850814819336e+01 0.0000000000000e+00
2.7250000000000e+01 5.0875816345215e+01 0.0000000000000e+00
2.7266666412354e+01 5.0900817871094e+01 0.0000000000000e+00
2.7283332824707e+01 5.0925819396973e+01 0.0000000000000e+00
2.7299999237061e+01 5.0950820922852e+01 0.0000000000000e+00
2.7316667556763e+01 5.0975822448730e+01 0.0000000000000e+00
2.7333333969116e+01 5.1000823974609e+01 0.0000000000000e+00
2.7350000381470e+01 5.1025825500488e+01 0.0000000000000e+00
2.7366666793823e+01 5.1050827026367e+01 0.0000000000000e+00
2.7383333206177e+01 5.1075828552246e+01 0.0000000000000e+00
2.7399999618530e+01 5.1100830078125e+01 0.0000000000000e+00
2.7416666030884e+01 5.1125831604004e+01 0.0000000000000e+00
2.7433332443237e+01 5.1150833129883e+01 0.0000000000000e+00
2.7450000762939e+01 5.1175834655762e+01 0.0000000000000e+00
2.7466667175293e+01 5.1200836181641e+01 0.0000000000000e+00
2.7483333587646e+01 5.1225837707520e+01 0.0000000000000e+00
2.7500000000000e+01 5.1250839233398e+01 0.0000000000000e+00
2.7516666412354e+01 5.1275840759277e+01 0.0000000000000e+00
2.7533332824707e+01 5.1300842285156e+01 0.0000000000000e+00
2.7549999237061e+01 5.1325843811035e+01 0.0000000000000e+00
2.7566667556763e+01 5.1350845336914e+01 0.0000000000000e+00
2.7583333969116e+01 5.1375846862793e+01 0.0000000000000e+00
2.7600000381470e+01 5.1400848388672e+01 0.0000000000000e+00
2.7616666793823e+01 5.1425849914551e+01 0.0000000000000e+00
2.7633333206177e+01 5.1450851440430e+01 0.0000000000000e+00
2.7649999618530e+01 5.1475852966309e+01 0.0000000000000e+00
2.7666666030884e+01 5.1500854492188e+01 0.0000000000000e+00
2.7683332443237e+01 5.1525856018066e+01 0.0000000000000e+00
2.7700000762939e+01 5.1550857543945e+01 0.0000000000000e+00
2.7716667175293e+01 5.1575859069824e+01 0.0000000000000e+00
2.7733333587646e+01 5.1600860595703e+01 0.0000000000000e+00
2.7750000000000e+01 5.1625862121582e+01 0.0000000000000e+00
2.7766666412354e+01 5.1650863647461e+01 0.0000000000000e+00
2.7783332824707e+01 5.1675865173340e+01 0.0000000000000e+00
2.7799999237061e+01 5.1700866699219e+01 0.0000000000000e+00
2.7816667556763e+01 5.1725868225098e+01 0.0000000000000e+00
2.7833333969116e+01 5.1750869750977e+01 0.0000000000000e+00
2.7850000381470e+01 5.1775871276855e+01 0.0000000000000e+00
2.7866666793823e+01 5.1800872802734e+01 0.0000000000000e+00
2.7883333206177e+01 5.1825874328613e+01 0.0000000000000e+00
2.7899999618530e+01 5.1850875854492e+01 0.0000000000000e+00
2.7916666030884e+01 5.1875877380371e+01 0.0000000000000e+00
2.7933332443237e+01 5.1900878906250e+01 0.0000000000000e+00
2.7950000762939e+01 5.1925880432129e+01 0.0000000000000e+00
2.7966667175293e+01 5.1950881958008e+01 0.0000000000000e+00
2.7983333587646e+01 5.1975883483887e+01 0.0000000000000e+00
2.8000000000000e+01 5.2000885009766e+01 0.0000000000000e+00
2.8016666412354e+01 5.2025886535645e+01 0.0000000000000e+00
2.8033332824707e+01 5.2050888061523e+01 0.0000000000000e+00
2.8049999237061e+01 5.2075889587402e+01 0.0000000000000e+00
2.8066667556763e+01 5.2100891113281e+01 0.0000000000000e+00
2.8083333969116e+01 5.2125892639160e+01 0.0000000000000e+00
2.8100000381470e+01 5.2150894165039e+01 0.0000000000000e+00
2.8116666793823e+01 5.2175895690918e+01 0.0000000000000e+00
2.8133333206177e+01 5.2200897216797e+01 0.0000000000000e+00
2.8149999618530e+01 5.2225898742676e+01 0.0000000000000e+00
2.8166666030884e+01 5.2250900268555e+01 0.0000000000000e+00
2.8183332443237e+01 5.2275901794434e+01 0.0000000000000e+00
2.8200000762939e+01 5.2300903320312e+01 0.0000000000000e+00
2.8216667175293e+01 5.2325904846191e+01 0.0000000000000e+00
2.8233333587646e+01 5.2350906372070e+01 0.0000000000000e+00
2.8250000000000e+01 5.2375907897949e+01 0.0000000000000e+00
2.8266666412354e+01 5.2400909423828e+01 0.0000000000000e+00
2.8283332824707e+01 5.2425910949707e+01 0.0000000000000e+00
2.8299999237061e+01 5.2450912475586e+01 0.0000000000000e+00
2.8316667556763e+01 5.2475914001465e+01 0.0000000000000e+00
2.8333333969116e+01 5.2500915527344e+01 0.0000000000000e+00
2.8350000381470e+01 5.2525917053223e+01 0.0000000000000e+00
2.8366666793823e+01 5.2550918579102e+01 0.0000000000000e+00
2.8383333206177e+01 5.2575920104980e+01 0.0000000000000e+00
2.8399999618530e+01 5.2600921630859e+01 0.0000000000000e+00
2.8416666030884e+01 5.2625923156738e+01 0.0000000000000e+00
2.8433332443237e+01 5.2650924682617e+01 0.0000000000000e+00
2.8450000762939e+01 5.2675926208496e+01 0.0000000000000e+00
2.8466667175293e+01 5.2700927734375e+01 0.0000000000000e+00
2.8483333587646e+01 5.2725929260254e+01 0.0000000000000e+00
2.8500000000000e+01 5.2750930786133e+01 0.0000000000000e+00
2.8516666412354e+01 5.2775932312012e+01 0.0000000000000e+00
2.8533332824707e+01 5.2800933837891e+01 0.0000000000000e+00
2.8549999237061e+01 5.2825935363770e+01 0.0000000000000e+00
2.8566667556763e+01 5.2850936889648e+01 0.0000000000000e+00
2.8583333969116e+01 5.2875938415527e+01 0.0000000000000e+00
2.8600000381470e+01 5.2900939941406e+01 0.0000000000000e+00
2.8616666793823e+01 5.2925941467285e+01 0.0000000000000e+00
2.8633333206177e+01 5.2950942993164e+01 0.0000000000000e+00
2.8649999618530e+01 5.2975944519043e+01 0.0000000000000e+00
2.8666666030884e+01 5.3000946044922e+01 0.0000000000000e+00
2.8683332443237e+01 5.3025947570801e+01 0.0000000000000e+00
2.8700000762939e+01 5.3050949096680e+01 0.0000000000000e+00
2.8716667175293e+01 5.3075950622559e+01 0.0000000000000e+00
2.8733333587646e+01 5.3100952148438e+01 0.0000000000000e+00
2.8750000000000e+01 5.3125953674316e+01 0.0000000000000e+00
2.8766666412354e+01 5.3150955200195e+01 0.0000000000000e+00
2.8783332824707e+01 5.3175956726074e+01 0.0000000000000e+00
2.8799999237061e+01 5.3200958251953e+01 0.0000000000000e+00
2.8816667556763e+01 5.3225959777832e+01 0.0000000000000e+00
2.8833333969116e+01 5.3250961303711e+01 0.0000000000000e+00
2.8850000381470e+01 5.3275962829590e+01 0.0000000000000e+00
2.8866666793823e+01 5.3300964355469e+01 0.0000000000000e+00
2.8883333206177e+01 5.3325965881348e+01 0.0000000000000e+00
2.8899999618530e+01 5.3350967407227e+01 0.0000000000000e+00
2.8916666030884e+01 5.3375968933105e+01 0.0000000000000e+00
2.8933332443237e+01 5.3400970458984e+01 0.0000000000000e+00
2.8950000762939e+01 5.3425971984863e+01 0.0000000000000e+00
2.8966667175293e+01 5.3450973510742e+01 0.0000000000000e+00
2.8983333587646e+01 5.3475975036621e+01 0.0000000000000e+00
2.9000000000000e+01 5.3500976562500e+01 0.0000000000000e+00
2.9016666412354e+01 5.3525978088379e+01 0.0000000000000e+00
2.9033332824707e+01 5.3550979614258e+01 0.0000000000000e+00
2.9049999237061e+01 5.3575981140137e+01 0.0000000000000e+00
2.9066667556763e+01 5.3600982666016e+01 0.0000000000000e+00
2.9083333969116e+01 5.3625984191895e+01 0.0000000000000e+00
2.9100000381470e+01 5.3650985717773e+01 0.0000000000000e+00
2.9116666793823e+01 5.3675987243652e+01 0.0000000000000e+00
2.9133333206177e+01 5.3700988769531e+01 0.0000000000000e+00
2.9149999618530e+01 5.3725990295410e+01 0.0000000000000e+00
2.9166666030884e+01 5.3750991821289e+01 0.0000000000000e+00
2.9183332443237e+01 5.3775993347168e+01 0.0000000000000e+00
2.9200000762939e+01 5.3800994873047e+01 0.0000000000000e+00
2.9216667175293e+01 5.3825996398926e+01 0.0000000000000e+00
2.9233333587646e+01 5.3850997924805e+01 0.0000000000000e+00
2.9250000000000e+01 5.3875999450684e+01 0.0000000000000e+00
2.9266666412354e+01 5.3901000976562e+01 0.0000000000000e+00
2.9283332824707e+01 5.3926002502441e+01 0.0000000000000e+00
2.9299999237061e+01 5.3951004028320e+01 0.0000000000000e+00
2.9316667556763e+01 5.3976005554199e+01 0.0000000000000e+00
2.9333333969116e+01 5.4001007080078e+01 0.0000000000000e+00
2.9350000381470e+01 5.4026008605957e+01 0.0000000000000e+00
2.9366666793823e+01 5.4051010131836e+01 0.0000000000000e+00
2.9383333206177e+01 5.4076011657715e+01 0.0000000000000e+00
2.9399999618530e+01 5.4101013183594e+01 0.0000000000000e+00
2.9416666030884e+01 5.4126014709473e+01 0.0000000000000e+00
2.9433332443237e+01 5.4151016235352e+01 0.0000000000000e+00
2.9450000762939e+01 5.4176017761230e+01 0.0000000000000e+00
2.9466667175293e+01 5.4201019287109e+01 0.0000000000000e+00
2.9483333587646e+01 5.4226020812988e+01 0.0000000000000e+00
2.9500000000000e+01 5.4251022338867e+01 0.0000000000000e+00
2.9516666412354e+01 5.4276023864746e+01 0.0000000000000e+00
2.9533332824707e+01 5.4301025390625e+01 0.0000000000000e+00
2.9549999237061e+01 5.4326026916504e+01 0.0000000000000e+00
2.9566667556763e+01 5.4351028442383e+01 0.0000000000000e+00
2.9583333969116e+01 5.4376029968262e+01 0.0000000000000e+00
2.9600000381470e+01 5.4401031494141e+01 0.0000000000000e+00
2.9616666793823e+01 5.4426033020020e+01 0.0000000000000e+00
2.9633333206177e+01 5.4451034545898e+01 0.0000000000000e+00
2.9649999618530e+01 5.4476036071777e+01 0.0000000000000e+00
2.9666666030884e+01 5.4501037597656e+01 0.0000000000000e+00
2.9683332443237e+01 5.4526039123535e+01 0.0000000000000e+00
2.9700000762939e+01 5.4551040649414e+01 0.0000000000000e+00
2.9716667175293e+01 5.4576042175293e+01 0.0000000000000e+00
2.9733333587646e+01 5.4601043701172e+01 0.0000000000000e+00
2.9750000000000e+01 5.4626045227051e+01 0.0000000000000e+00
2.9766666412354e+01 5.4651046752930e+01 0.0000000000000e+00
2.9783332824707e+01 5.4676048278809e+01 0.0000000000000e+00
2.9799999237061e+01 5.4701049804688e+01 0.0000000000000e+00
2.9816667556763e+01 5.4726051330566e+01 0.0000000000000e+00
2.9833333969116e+01 5.4751052856445e+01 0.0000000000000e+00
2.9850000381470e+01 5.4776054382324e+01 0.0000000000000e+00
2.9866666793823e+01 5.4801055908203e+01 0.0000000000000e+00
2.9883333206177e+01 5.4826057434082e+01 0.0000000000000e+00
2.9899999618530e+01 5.4851058959961e+01 0.0000000000000e+00
2.9916666030884e+01 5.4876060485840e+01 0.0000000000000e+00
2.9933332443237e+01 5.4901062011719e+01 0.0000000000000e+00
2.9950000762939e+01 5.4926063537598e+01 0.0000000000000e+00
2.9966667175293e+01 5.4951065063477e+01 0.0000000000000e+00
2.9983333587646e+01 5.4976066589355e+01 0.0000000000000e+00
3.0000000000000e+01 5.5001068115234e+01 0.0000000000000e+00
3.0016666412354e+01 5.5026069641113e+01 0.0000000000000e+00
3.0033332824707e+01 5.5051071166992e+01 0.0000000000000e+00
3.0049999237061e+01 5.5076072692871e+01 0.0000000000000e+00
3.0066667556763e+01 5.5101074218750e+01 0.0000000000000e+00
3.0083333969116e+01 5.5126075744629e+01 0.0000000000000e+00
3.0100000381470e+01 5.5151077270508e+01 0.0000000000000e+00
3.0116666793823e+01 5.5176078796387e+01 0.0000000000000e+00
3.0133333206177e+01 5.5201080322266e+01 0.0000000000000e+00
3.0149999618530e+01 5.5226081848145e+01 0.0000000000000e+00
3.0166666030884e+01 5.5251083374023e+01 0.0000000000000e+00
3.0183332443237e+01 5.5276084899902e+01 0.0000000000000e+00
3.0200000762939e+01 5.5301086425781e+01 0.0000000000000e+00
3.0216667175293e+01 5.5326087951660e+01 0.0000000000000e+00
3.0233333587646e+01 5.5351089477539e+01 0.0000000000000e+00
3.0250000000000e+01 5.5376091003418e+01 0.0000000000000e+00
3.0266666412354e+01 5.5401092529297e+01 0.0000000000000e+00
3.0283332824707e+01 5.5426094055176e+01 0.0000000000000e+00
3.0299999237061e+01 5.5451095581055e+01 0.0000000000000e+00
3.0316667556763e+01 5.5476097106934e+01 0.0000000000000e+00
3.0333333969116e+01 5.5501098632812e+01 0.0000000000000e+00
3.0350000381470e+01 5.5526100158691e+01 0.0000000000000e+00
3.0366666793823e+01 5.5551101684570e+01 0.0000000000000e+00
3.0383333206177e+01 5.5576103210449e+01 0.0000000000000e+00
3.0399999618530e+01 5.5601104736328e+01 0.0000000000000e+00
3.0416666030884e+01 5.5626106262207e+01 0.0000000000000e+00
3.0433332443237e+01 5.5651107788086e+01 0.0000000000000e+00
3.0450000762939e+01 5.5676109313965e+01 0.0000000000000e+00
3.0466667175293e+01 5.5701110839844e+01 0.0000000000000e+00
3.0483333587646e+01 5.5726112365723e+01 0.0000000000000e+00
3.0500000000000e+01 5.5751113891602e+01 0.0000000000000e+00
3.0516666412354e+01 5.5776115417480e+01 0.0000000000000e+00
3.0533332824707e+01 5.5801116943359e+01 0.0000000000000e+00
3.0549999237061e+01 5.5826118469238e+01 0.0000000000000e+00
3.0566667556763e+01 5.5851119995117e+01 0.0000000000000e+00
3.0583333969116e+01 5.5876121520996e+01 0.0000000000000e+00
3.0600000381470e+01 5.5901123046875e+01 0.0000000000000e+00
3.0616666793823e+01 5.5926124572754e+01 0.0000000000000e+00
3.0633333206177e+01 5.5951126098633e+01 0.0000000000000e+00
